HB2014Name,GPPracticeName,BNFItemDescription,BNFItemCode,PaidDateMonth,NumberOfPaidItems
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Fife,WALLSGREEN MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,3
NHS Fife,WALLSGREEN MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,7
NHS Fife,WALLSGREEN MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Fife,WALLSGREEN MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,7
NHS Fife,WALLSGREEN MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,9
NHS Grampian,TORRY MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Grampian,TORRY MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,9
NHS Grampian,TORRY MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Grampian,TORRY MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,7
NHS Grampian,TORRY MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,8
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,30
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,3
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,1
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,1
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,0
NHS Lothian,FERNIEHILL SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Lothian,FERNIEHILL SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Lothian,FERNIEHILL SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Lothian,FERNIEHILL SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Lothian,FERNIEHILL SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,5
NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,0
NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,3
NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,0
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Fife,AUCHTERMUCHTY PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,9
NHS Fife,AUCHTERMUCHTY PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,0
NHS Fife,AUCHTERMUCHTY PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,1
NHS Fife,AUCHTERMUCHTY PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,7
NHS Fife,AUCHTERMUCHTY PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,2
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,3
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,4
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,4
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,5
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Fife,SKEITH HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Fife,SKEITH HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Fife,SKEITH HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Fife,SKEITH HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Fife,SKEITH HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Lanarkshire,NORTH AVENUE SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Lanarkshire,NORTH AVENUE SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Lanarkshire,NORTH AVENUE SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Lanarkshire,NORTH AVENUE SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Lanarkshire,NORTH AVENUE SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Forth Valley,ALVA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Forth Valley,ALVA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Forth Valley,ALVA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Forth Valley,ALVA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Forth Valley,ALVA MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Grampian,HAMILTON MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Grampian,HAMILTON MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Grampian,HAMILTON MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Grampian,HAMILTON MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Grampian,HAMILTON MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,30
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Tayside,ST MARGARET'S HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,8
NHS Tayside,ST MARGARET'S HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,7
NHS Tayside,ST MARGARET'S HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,8
NHS Tayside,ST MARGARET'S HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,6
NHS Tayside,ST MARGARET'S HEALTH CENTRE,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,4
NHS Western Isles,BENBECULA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Western Isles,BENBECULA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Western Isles,BENBECULA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Western Isles,BENBECULA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Western Isles,BENBECULA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Fife,BANK STREET MEDICAL GROUP,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,2
NHS Fife,BANK STREET MEDICAL GROUP,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,7
NHS Fife,BANK STREET MEDICAL GROUP,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,9
NHS Fife,BANK STREET MEDICAL GROUP,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,5
NHS Fife,BANK STREET MEDICAL GROUP,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,2
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Forth Valley,ALVA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Forth Valley,ALVA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Forth Valley,ALVA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Forth Valley,ALVA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Forth Valley,ALVA MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Forth Valley,BALFRON HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Forth Valley,BALFRON HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Forth Valley,BALFRON HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Forth Valley,BALFRON HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Forth Valley,BALFRON HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Highland,CANISBAY & CASTLETOWN JOINT MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Highland,CANISBAY & CASTLETOWN JOINT MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Highland,CANISBAY & CASTLETOWN JOINT MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Highland,CANISBAY & CASTLETOWN JOINT MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Highland,CANISBAY & CASTLETOWN JOINT MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Shetland,LEVENWICK MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Shetland,LEVENWICK MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Shetland,LEVENWICK MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Shetland,LEVENWICK MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Shetland,LEVENWICK MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Lanarkshire,DRS TIERNEY & CANNING,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Lanarkshire,DRS TIERNEY & CANNING,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,9
NHS Lanarkshire,DRS TIERNEY & CANNING,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Lanarkshire,DRS TIERNEY & CANNING,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,2
NHS Lanarkshire,DRS TIERNEY & CANNING,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,3
NHS Shetland,BIXTER HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Shetland,BIXTER HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Shetland,BIXTER HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Shetland,BIXTER HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Shetland,BIXTER HEALTH CENTRE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Fife,BURNTISLAND MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,1
NHS Fife,BURNTISLAND MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,4
NHS Fife,BURNTISLAND MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,4
NHS Fife,BURNTISLAND MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,2
NHS Fife,BURNTISLAND MEDICAL GROUP,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,5
NHS Orkney,SKERRYVORE PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Orkney,SKERRYVORE PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Orkney,SKERRYVORE PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Orkney,SKERRYVORE PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Orkney,SKERRYVORE PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,30
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Lanarkshire,NORTH AVENUE SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Lanarkshire,NORTH AVENUE SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Lanarkshire,NORTH AVENUE SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Lanarkshire,NORTH AVENUE SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Lanarkshire,NORTH AVENUE SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,2
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,5
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Tayside,ALYTH HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Tayside,ALYTH HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Tayside,ALYTH HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Tayside,ALYTH HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Tayside,ALYTH HEALTH CENTRE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
