HB2014Name,GPPracticeName,HB2014,BNFItemDescription,BNFItemCode,PaidDateMonth,NumberOfPaidItems
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,27
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,27
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,30
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,S08000030,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,S08000030,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,6
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,S08000030,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,S08000030,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,S08000030,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,6
NHS Lothian,FERNIEHILL SURGERY,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,27
NHS Lothian,FERNIEHILL SURGERY,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Lothian,FERNIEHILL SURGERY,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Lothian,FERNIEHILL SURGERY,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,27
NHS Lothian,FERNIEHILL SURGERY,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,S08000031,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,S08000031,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,7
NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,S08000031,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,S08000031,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,7
NHS Greater Glasgow and Clyde,ANNIESLAND MEDICAL PRACTICE,S08000031,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,6
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,27
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Fife,AUCHTERMUCHTY PRACTICE,S08000029,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Fife,AUCHTERMUCHTY PRACTICE,S08000029,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,8
NHS Fife,AUCHTERMUCHTY PRACTICE,S08000029,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,7
NHS Fife,AUCHTERMUCHTY PRACTICE,S08000029,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,6
NHS Fife,AUCHTERMUCHTY PRACTICE,S08000029,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,6
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,6
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,6
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,18
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,18
NHS Grampian,BUCKSBURN MEDICAL PRACTICE,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Fife,SKEITH HEALTH CENTRE,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Fife,SKEITH HEALTH CENTRE,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Fife,SKEITH HEALTH CENTRE,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,27
NHS Fife,SKEITH HEALTH CENTRE,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Fife,SKEITH HEALTH CENTRE,S08000029,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,27
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Forth Valley,ALVA MEDICAL PRACTICE,S08000019,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Forth Valley,ALVA MEDICAL PRACTICE,S08000019,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Forth Valley,ALVA MEDICAL PRACTICE,S08000019,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Forth Valley,ALVA MEDICAL PRACTICE,S08000019,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Forth Valley,ALVA MEDICAL PRACTICE,S08000019,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,27
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Ayrshire and Arran,RACECOURSE ROAD MEDICAL GROUP,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,18
NHS Ayrshire and Arran,BARNS MEDICAL PRACTICE,S08000015,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Lanarkshire,OVERTOUN MEDICAL PRACTICE,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Grampian,HAMILTON MEDICAL GROUP,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,S08000031,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,S08000031,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,S08000031,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,S08000031,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Greater Glasgow and Clyde,ABINGDON MEDICAL PRACTICE,S08000031,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Tayside,ST MARGARET'S HEALTH CENTRE,S08000030,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,8
NHS Tayside,ST MARGARET'S HEALTH CENTRE,S08000030,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,7
NHS Tayside,ST MARGARET'S HEALTH CENTRE,S08000030,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,6
NHS Tayside,ST MARGARET'S HEALTH CENTRE,S08000030,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,8
NHS Tayside,ST MARGARET'S HEALTH CENTRE,S08000030,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,7
NHS Western Isles,BENBECULA MEDICAL PRACTICE,S08000028,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Western Isles,BENBECULA MEDICAL PRACTICE,S08000028,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Western Isles,BENBECULA MEDICAL PRACTICE,S08000028,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,18
NHS Western Isles,BENBECULA MEDICAL PRACTICE,S08000028,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Western Isles,BENBECULA MEDICAL PRACTICE,S08000028,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Lanarkshire,WARDLAW MEDICAL PRACTICE,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Fife,BANK STREET MEDICAL GROUP,S08000029,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-04-01,8
NHS Fife,BANK STREET MEDICAL GROUP,S08000029,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-05-01,7
NHS Fife,BANK STREET MEDICAL GROUP,S08000029,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-06-01,8
NHS Fife,BANK STREET MEDICAL GROUP,S08000029,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-07-01,6
NHS Fife,BANK STREET MEDICAL GROUP,S08000029,NAPROXEN_TAB 500MG,1001010P0AAAEAE,2019-08-01,8
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,27
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Ayrshire and Arran,SOUTH BEACH MEDICAL CENTRE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,18
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Forth Valley,ALVA MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,18
NHS Forth Valley,ALVA MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Forth Valley,ALVA MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Forth Valley,ALVA MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,18
NHS Forth Valley,ALVA MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Forth Valley,BALFRON HEALTH CENTRE,S08000019,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Highland,CANISBAY & CASTLETOWN JOINT MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Highland,CANISBAY & CASTLETOWN JOINT MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Highland,CANISBAY & CASTLETOWN JOINT MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Highland,CANISBAY & CASTLETOWN JOINT MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Highland,CANISBAY & CASTLETOWN JOINT MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Shetland,LEVENWICK MEDICAL PRACTICE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Shetland,LEVENWICK MEDICAL PRACTICE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Shetland,LEVENWICK MEDICAL PRACTICE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Shetland,LEVENWICK MEDICAL PRACTICE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Shetland,LEVENWICK MEDICAL PRACTICE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Lanarkshire,DRS TIERNEY & CANNING,S08000032,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Lanarkshire,DRS TIERNEY & CANNING,S08000032,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,8
NHS Lanarkshire,DRS TIERNEY & CANNING,S08000032,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Lanarkshire,DRS TIERNEY & CANNING,S08000032,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Lanarkshire,DRS TIERNEY & CANNING,S08000032,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Shetland,BIXTER HEALTH CENTRE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Shetland,BIXTER HEALTH CENTRE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Shetland,BIXTER HEALTH CENTRE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Shetland,BIXTER HEALTH CENTRE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Shetland,BIXTER HEALTH CENTRE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Fife,BURNTISLAND MEDICAL GROUP,S08000029,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Fife,BURNTISLAND MEDICAL GROUP,S08000029,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,6
NHS Fife,BURNTISLAND MEDICAL GROUP,S08000029,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,7
NHS Fife,BURNTISLAND MEDICAL GROUP,S08000029,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Fife,BURNTISLAND MEDICAL GROUP,S08000029,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,6
NHS Orkney,SKERRYVORE PRACTICE,S08000025,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Orkney,SKERRYVORE PRACTICE,S08000025,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,27
NHS Orkney,SKERRYVORE PRACTICE,S08000025,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Orkney,SKERRYVORE PRACTICE,S08000025,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,32
NHS Orkney,SKERRYVORE PRACTICE,S08000025,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Western Isles,NORTH HARRIS MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",S08000017,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,6
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",S08000017,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,6
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",S08000017,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",S08000017,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,7
NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",S08000017,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,8
NHS Tayside,ALYTH HEALTH CENTRE,S08000030,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Tayside,ALYTH HEALTH CENTRE,S08000030,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Tayside,ALYTH HEALTH CENTRE,S08000030,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Tayside,ALYTH HEALTH CENTRE,S08000030,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,18
NHS Tayside,ALYTH HEALTH CENTRE,S08000030,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
