hb_name,hb_code,loc_name,loc_code,measure,sex,age,quarter_date,avlos,los,stays
Grand Combin,Grand Combin,Herald Petrel,Pterodroma arminjoniana,All Daycases,Female,20-29,2018-04-01,3,3,1850
Grand Combin,Grand Combin,Herald Petrel,Pterodroma arminjoniana,All Daycases,Female,20-29,2018-07-01,9,9,1741
Grand Combin,Grand Combin,Herald Petrel,Pterodroma arminjoniana,All Daycases,Female,20-29,2018-10-01,7,2,1881
Finsteraarhorn,Finsteraarhorn,European Storm-Petrel,Hydrobates pelagicus,Elective Inpatients,Female,30-39,2018-04-01,4,188,102
Finsteraarhorn,Finsteraarhorn,European Storm-Petrel,Hydrobates pelagicus,Elective Inpatients,Female,30-39,2018-07-01,4,160,102
Finsteraarhorn,Finsteraarhorn,European Storm-Petrel,Hydrobates pelagicus,Elective Inpatients,Female,30-39,2018-10-01,5,157,103
Grandes Jorasses,Grandes Jorasses,Western Grebe,Aechmophorus occidentalis,All Daycases,Female,20-29,2018-04-01,9,0,726
Grandes Jorasses,Grandes Jorasses,Western Grebe,Aechmophorus occidentalis,All Daycases,Female,20-29,2018-07-01,4,6,734
Grandes Jorasses,Grandes Jorasses,Western Grebe,Aechmophorus occidentalis,All Daycases,Female,20-29,2018-10-01,1,4,691
Matterhorn,Matterhorn,Common Loon,Gavia immer,All Daycases,Male,20-29,2018-04-01,1,3,174
Matterhorn,Matterhorn,Common Loon,Gavia immer,All Daycases,Male,20-29,2018-07-01,7,0,186
Matterhorn,Matterhorn,Common Loon,Gavia immer,All Daycases,Male,20-29,2018-10-01,9,0,201
Dom,Dom,Mottled Petrel,Pterodroma inexpectata,Elective Inpatients,Male,50-59,2018-04-01,0,307,124
Dom,Dom,Mottled Petrel,Pterodroma inexpectata,Elective Inpatients,Male,50-59,2018-07-01,0,311,130
Dom,Dom,Mottled Petrel,Pterodroma inexpectata,Elective Inpatients,Male,50-59,2018-10-01,5,323,134
Grand Combin,Grand Combin,Black-vented Shearwater,Puffinus opisthomelas,Emergency Inpatients,Female,10-19,2018-04-01,16,2490,1157
Grand Combin,Grand Combin,Black-vented Shearwater,Puffinus opisthomelas,Emergency Inpatients,Female,10-19,2018-07-01,17,2547,1009
Grand Combin,Grand Combin,Black-vented Shearwater,Puffinus opisthomelas,Emergency Inpatients,Female,10-19,2018-10-01,16,2751,1122
Shkhara,Shkhara,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Female,30-39,2018-04-01,5,2755,506
Shkhara,Shkhara,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Female,30-39,2018-07-01,2,2732,503
Shkhara,Shkhara,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Female,30-39,2018-10-01,0,2494,591
Weisshorn,Weisshorn,White-faced Storm-Petrel,Pelagodroma marina,Emergency Inpatients,Female,40-49,2018-04-01,9,2714,694
Weisshorn,Weisshorn,White-faced Storm-Petrel,Pelagodroma marina,Emergency Inpatients,Female,40-49,2018-07-01,7,2877,647
Weisshorn,Weisshorn,White-faced Storm-Petrel,Pelagodroma marina,Emergency Inpatients,Female,40-49,2018-10-01,5,2888,667
Shkhara,Shkhara,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Male,0-9,2018-04-01,0,41,28
Shkhara,Shkhara,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Male,0-9,2018-07-01,3,36,28
Shkhara,Shkhara,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Male,0-9,2018-10-01,5,38,27
Finsteraarhorn,Finsteraarhorn,Black-footed Albatross,Phoebastria nigripes,Emergency Inpatients,Male,40-49,2018-04-01,20,2217,520
Finsteraarhorn,Finsteraarhorn,Black-footed Albatross,Phoebastria nigripes,Emergency Inpatients,Male,40-49,2018-07-01,18,2073,462
Finsteraarhorn,Finsteraarhorn,Black-footed Albatross,Phoebastria nigripes,Emergency Inpatients,Male,40-49,2018-10-01,21,2318,475
Grand Combin,Grand Combin,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Male,10-19,2018-04-01,3,279,261
Grand Combin,Grand Combin,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Male,10-19,2018-07-01,2,280,229
Grand Combin,Grand Combin,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Male,10-19,2018-10-01,2,250,221
Dykh-Tau,Dykh-Tau,European Storm-Petrel,Hydrobates pelagicus,Emergency Inpatients,Male,50-59,2018-04-01,0,282,88
Dykh-Tau,Dykh-Tau,European Storm-Petrel,Hydrobates pelagicus,Emergency Inpatients,Male,50-59,2018-07-01,8,283,90
Dykh-Tau,Dykh-Tau,European Storm-Petrel,Hydrobates pelagicus,Emergency Inpatients,Male,50-59,2018-10-01,3,257,83
Grand Combin,Grand Combin,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Female,80-89,2018-04-01,90,75099,5137
Grand Combin,Grand Combin,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Female,80-89,2018-07-01,90,78524,5047
Grand Combin,Grand Combin,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Female,80-89,2018-10-01,90,83458,5189
Rimpfischhorn,Rimpfischhorn,Pink-footed Shearwater,Puffinus creatopus,All Daycases,Male,80-89,2018-04-01,6,46,1678
Rimpfischhorn,Rimpfischhorn,Pink-footed Shearwater,Puffinus creatopus,All Daycases,Male,80-89,2018-07-01,4,40,1776
Rimpfischhorn,Rimpfischhorn,Pink-footed Shearwater,Puffinus creatopus,All Daycases,Male,80-89,2018-10-01,9,45,1714
Grand Combin,Grand Combin,Buller's Shearwater,Puffinus bulleri,Emergency Inpatients,Male,10-19,2018-04-01,16,2275,962
Grand Combin,Grand Combin,Buller's Shearwater,Puffinus bulleri,Emergency Inpatients,Male,10-19,2018-07-01,15,2441,984
Grand Combin,Grand Combin,Buller's Shearwater,Puffinus bulleri,Emergency Inpatients,Male,10-19,2018-10-01,15,2406,1114
Shkhara,Shkhara,Flesh-footed Shearwater,Puffinus carneipes,All Daycases,Male,60-69,2018-04-01,1,12,1037
Shkhara,Shkhara,Flesh-footed Shearwater,Puffinus carneipes,All Daycases,Male,60-69,2018-07-01,0,11,1228
Shkhara,Shkhara,Flesh-footed Shearwater,Puffinus carneipes,All Daycases,Male,60-69,2018-10-01,9,12,1150
Grandes Jorasses,Grandes Jorasses,Band-rumped Storm-Petrel,Oceanodroma castro,All Daycases,Male,80-89,2018-04-01,1,27,1371
Grandes Jorasses,Grandes Jorasses,Band-rumped Storm-Petrel,Oceanodroma castro,All Daycases,Male,80-89,2018-07-01,1,25,1464
Grandes Jorasses,Grandes Jorasses,Band-rumped Storm-Petrel,Oceanodroma castro,All Daycases,Male,80-89,2018-10-01,7,26,1408
Grandes Jorasses,Grandes Jorasses,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Female,20-29,2018-04-01,2,1,666
Grandes Jorasses,Grandes Jorasses,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Female,20-29,2018-07-01,7,6,660
Grandes Jorasses,Grandes Jorasses,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Female,20-29,2018-10-01,0,8,670
Dent Blanche,Dent Blanche,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Male,70-79,2018-04-01,11,1966,506
Dent Blanche,Dent Blanche,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Male,70-79,2018-07-01,11,2094,471
Dent Blanche,Dent Blanche,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Male,70-79,2018-10-01,11,1939,512
Rimpfischhorn,Rimpfischhorn,Laysan Albatross,Phoebastria immutabilis,Emergency Inpatients,Male,80-89,2018-04-01,52,34582,2364
Rimpfischhorn,Rimpfischhorn,Laysan Albatross,Phoebastria immutabilis,Emergency Inpatients,Male,80-89,2018-07-01,59,41593,2105
Rimpfischhorn,Rimpfischhorn,Laysan Albatross,Phoebastria immutabilis,Emergency Inpatients,Male,80-89,2018-10-01,51,38643,2352
Grandes Jorasses,Grandes Jorasses,Short-tailed Shearwater,Puffinus tenuirostris,All Daycases,Male,80-89,2018-04-01,3,25,1371
Grandes Jorasses,Grandes Jorasses,Short-tailed Shearwater,Puffinus tenuirostris,All Daycases,Male,80-89,2018-07-01,5,27,1592
Grandes Jorasses,Grandes Jorasses,Short-tailed Shearwater,Puffinus tenuirostris,All Daycases,Male,80-89,2018-10-01,1,27,1476
Matterhorn,Matterhorn,Little Shearwater,Puffinus assimilis,Elective Inpatients,Male,10-19,2018-04-01,2,43,24
Matterhorn,Matterhorn,Little Shearwater,Puffinus assimilis,Elective Inpatients,Male,10-19,2018-07-01,1,45,25
Matterhorn,Matterhorn,Little Shearwater,Puffinus assimilis,Elective Inpatients,Male,10-19,2018-10-01,4,44,26
